Input Token,CoinGecko ID,Name,Symbol,Market Cap,FDV,24H Volume,Categories
PEAQ,peaq-2,peaq,PEAQ,103751949.0,581662213.0,9901305.0,"Smart Contract Platform, Polkadot Ecosystem, Layer 1 (L1), DePIN, Outlier Ventures Portfolio"
SPELL,spell-token,Spell,SPELL,96594874.0,118282122.0,49027300.0,"Decentralized Finance (DeFi), Yield Farming, Avalanche Ecosystem, Fantom Ecosystem, Arbitrum Ecosystem, Olympus Pro Ecosystem, Ethereum Ecosystem, Stablecoin Protocol"
AERGO,aergo,Aergo,AERGO,94858166.0,100379012.0,247368615.0,"Smart Contract Platform, Ethereum Ecosystem, Sequoia Capital Portfolio"
RPL,rocket-pool,Rocket Pool,RPL,92691686.0,92691686.0,7487084.0,"Business Services, Infrastructure, Smart Contract Platform, Decentralized Finance (DeFi), Polygon Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Liquid Staking Governance Tokens, Coinbase Ventures Portfolio, Proof of Stake (PoS), Index Coop Defi Index, Consensys Portfolio, Liquid Staking, Index Coop Index"
W3S,web3shot,Web3Shot,W3S,92203745.0,166997348.0,36001.0,BNB Chain Ecosystem
CHR,chromaway,Chromia,CHR,77889017.0,77889017.0,7823114.0,"Artificial Intelligence (AI), Smart Contract Platform, Gaming (GameFi), NFT, BNB Chain Ecosystem, Layer 1 (L1), Ethereum Ecosystem, Modular Blockchain, Chromia Ecosystem"
ELON,dogelon-mars,Dogelon Mars,ELON,75274394.0,136949692.0,5828622.0,"BNB Chain Ecosystem, Solana Ecosystem, Polygon Ecosystem, Meme, Ethereum Ecosystem, Cronos Ecosystem, Dog-Themed, Elon Musk-Inspired, Fuse Ecosystem"
GEOD,geodnet,Geodnet,GEOD,71022386.0,221530812.0,271959.0,"Solana Ecosystem, Polygon Ecosystem, DePIN, Pantera Capital Portfolio"
PONKE,ponke,PONKE,PONKE,53247396.0,53253349.0,14537350.0,"Solana Ecosystem, Meme, Base Ecosystem, Solana Meme, Base Meme, Made in USA"
COOKIE,cookie,Cookie DAO,COOKIE,52940205.0,117483316.0,40256377.0,"Artificial Intelligence (AI), Marketing, Analytics, BNB Chain Ecosystem, Ethereum Ecosystem, Animoca Brands Portfolio, Base Ecosystem, AI Agents, Binance Alpha Spotlight"
GNS,gains-network,Gains Network,GNS,46455754.0,46455754.0,1982878.0,"Decentralized Finance (DeFi), Derivatives, Perpetuals, Polygon Ecosystem, Arbitrum Ecosystem, Base Ecosystem, ApeChain Ecosystem"
SHELL,myshell,MyShell,SHELL,42343113.0,156826345.0,31628415.0,"Artificial Intelligence (AI), BNB Chain Ecosystem, Ethereum Ecosystem, DragonFly Capital Portfolio, YZi Labs (Prev. Binance Labs) Portfolio, Delphi Ventures Portfolio, OKX Ventures Portfolio, Binance HODLer Airdrops, AI Agent Launchpad, Binance Alpha Spotlight, AI Framework, Binance Wallet IDO"
CLANKER,tokenbot-2,tokenbot,CLANKER,41091505.0,41091505.0,13226348.0,"Artificial Intelligence (AI), Launchpad, Base Ecosystem, AI Applications, Clanker Ecosystem, Binance Alpha Spotlight"
SDEX,smardex,SMARDEX,SDEX,40416663.0,44240560.0,158969.0,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), BNB Chain Ecosystem, Solana Ecosystem, Polygon Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Base Ecosystem"
DOGINME,doginme,doginme,DOGINME,37705632.0,37705632.0,15500507.0,"Meme, Base Ecosystem, Dog-Themed, Base Meme, Farcaster Ecosystem"
A8,ancient8,Ancient8,A8,37190133.0,129197361.0,8014121.0,"Smart Contract Platform, Gaming (GameFi), Play To Earn, Guild and Scholarship, Ethereum Ecosystem, Layer 2 (L2), Gaming Blockchains, Pantera Capital Portfolio, Ancient8 Ecosystem, Optimism Superchain Ecosystem"
SOSO,sosovalue,SoSoValue,SOSO,37167097.0,527192871.0,5091148.0,"Index, Analytics, Ethereum Ecosystem, Base Ecosystem"
MUBARAK,mubarak,Mubarak,MUBARAK,35500087.0,35500087.0,86113382.0,"BNB Chain Ecosystem, Meme"
TLM,alien-worlds,Alien Worlds,TLM,31979240.0,36870154.0,14305725.0,"Gaming (GameFi), NFT, BNB Chain Ecosystem, Binance Launchpool, Play To Earn, Ethereum Ecosystem, Animoca Brands Portfolio, Card Games, Gaming Governance Token, YZi Labs (Prev. Binance Labs) Portfolio, Wax Ecosystem, MMO"
LISTA,lista,Lista DAO,LISTA,30830309.0,178494751.0,13709571.0,"Decentralized Finance (DeFi), BNB Chain Ecosystem, Lending/Borrowing Protocols, Liquid Staking Tokens, Binance Megadrop, Liquid Staking"
XION,xion-2,XION,XION,30601252.0,189509967.0,7022163.0,"Smart Contract Platform, Layer 1 (L1), Ethereum Ecosystem, Animoca Brands Portfolio, Base Ecosystem, Multicoin Capital Portfolio, Alameda Research Portfolio, DeFiance Capital Portfolio, Made in USA, Chain Abstraction"
KEKIUS,kekius-maximus,Kekius Maximus,KEKIUS,29077444.0,29077444.0,9135767.0,"Meme, Ethereum Ecosystem, Frog-Themed, Elon Musk-Inspired, PolitiFi, AI Meme, Parody Meme, Celebrity-Themed, Zoo-Themed, Mascot-Themed, Desci Meme"
NKN,nkn,NKN,NKN,27456811.0,27464267.0,59550629.0,"Communication, Ethereum Ecosystem, DePIN"
PRQ,parsiq,PARSIQ,PRQ,26774150.0,28374617.0,622420.0,"Business Services, Infrastructure, Smart Contract Platform, Analytics, BNB Chain Ecosystem, Ethereum Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio"
MLN,melon,Enzyme,MLN,26313911.0,26313911.0,12826026.0,"Decentralized Finance (DeFi), Asset Manager, Polygon Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Real World Assets (RWA), DeFiance Capital Portfolio"
ARPA,arpa,ARPA,ARPA,24697232.0,50290919.0,21949421.0,"BNB Chain Ecosystem, Polygon Ecosystem, Ethereum Ecosystem, Animoca Brands Portfolio, DWF Labs Portfolio, YZi Labs (Prev. Binance Labs) Portfolio"
IDEX,aurora-dao,IDEX,IDEX,24470118.0,26066640.0,6947662.0,"Decentralized Exchange (DEX), Exchange-based Tokens, Index, Decentralized Finance (DeFi), Perpetuals, Polygon Ecosystem, Ethereum Ecosystem, Made in USA"
SANTOS,santos-fc-fan-token,Santos FC Fan Token,SANTOS,23939910.0,71490437.0,5582965.0,"Sports, BNB Chain Ecosystem, Binance Launchpool, Fan Token"
ARRR,pirate-chain,Pirate Chain,ARRR,23869177.0,24329764.0,44969.0,"Smart Contract Platform, Privacy, Zero Knowledge (ZK), Proof of Work (PoW)"
SVL,slash-vision-labs,Slash Vision Labs,SVL,22044713.0,44628175.0,676292.0,"Mantle Ecosystem, Payment Solutions"
PEPU,pepe-unchained,Pepe Unchained,PEPU,19294559.0,19294559.0,1037695.0,"Smart Contract Platform, Meme, Ethereum Ecosystem, Layer 2 (L2), The Boy’s Club"
KLV,klever,Klever,KLV,18731424.0,18731424.0,438295.0,"Smart Contract Platform, Layer 1 (L1), Proof of Stake (PoS)"
OG,og-fan-token,OG Fan Token,OG,17644981.0,20517420.0,9433711.0,"Entertainment, Sports, Binance Launchpool, Fan Token, Chiliz Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio"
PSG,paris-saint-germain-fan-token,Paris Saint-Germain Fan Token,PSG,16214900.0,39426697.0,5083171.0,"Sports, Binance Launchpool, Fan Token, Chiliz Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio"
HAI,hackenai,Hacken,HAI,15204133.0,18240597.0,287464.0,"Business Services, BNB Chain Ecosystem, Ethereum Ecosystem, Base Ecosystem, Cybersecurity, VeChain Ecosystem"
COPI,cornucopias,Cornucopias,COPI,14928853.0,55801926.0,113872.0,"Gaming (GameFi), NFT, BNB Chain Ecosystem, Metaverse, Play To Earn, Cardano Ecosystem, Ethereum Ecosystem, Base Ecosystem, Gaming Governance Token, Gaming Utility Token, MMO"
SHIRO,shiro-neko-2,Shiro Neko,SHIRO,14676237.0,14676237.0,2466487.0,"Meme, Ethereum Ecosystem, Cat-Themed"
VRA,verasity,Verasity,VRA,14442089.0,144992290.0,9149873.0,"Entertainment, Wallets, Ethereum Ecosystem"
BERT,bertram-the-pomeranian,Bertram The Pomeranian,BERT,12243400.0,12243400.0,1682671.0,"Solana Ecosystem, Meme, Dog-Themed, Solana Meme, Pump.fun Ecosystem"
ALEPH,aleph,Aleph.im,ALEPH,11409406.0,30599387.0,458927.0,"Artificial Intelligence (AI), Infrastructure, Storage, BNB Chain Ecosystem, Avalanche Ecosystem, Ethereum Ecosystem, DePIN, Base Ecosystem, FTX Holdings, Alameda Research Portfolio"
WEFI,wefi,WeFi,WFI,11257757.0,491344608.0,953793.0,BNB Chain Ecosystem
G7,game7,Game7,G7,11028740.0,47951045.0,3164943.0,"Gaming (GameFi), Arbitrum Ecosystem, Ethereum Ecosystem, Gaming Governance Token, Gaming Platform"
FLM,flamingo-finance,Flamingo Finance,FLM,10851794.0,10851794.0,3949756.0,"Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), Yield Farming, Binance Launchpool, YZi Labs (Prev. Binance Labs) Portfolio, NEO Ecosystem"
OSOL,osol,OSOL,OSOL,9522230.0,9522230.0,188186.0,"Index, Solana Ecosystem"
ZTX,ztx,ZTX,ZTX,9180259.0,21832030.0,378913.0,Arbitrum Ecosystem
ALPINE,alpine-f1-team-fan-token,Alpine F1 Team Fan Token,ALPINE,9080676.0,31974211.0,2817114.0,"BNB Chain Ecosystem, Binance Launchpad"
KARATE,karate-combat,Karate Combat,KARATE,9014013.0,14876958.0,123352.0,"Sports, Gaming (GameFi), Ethereum Ecosystem, Hedera Ecosystem, Sports Games, Fighting Games, Delphi Ventures Portfolio"
MFER,mfercoin,mfercoin,MFER,9013787.0,9013787.0,2031291.0,"Meme, Base Ecosystem, Base Meme"
SQGROW,squidgrow-2,SquidGrow,SQGROW,8931472.0,8931472.0,190022.0,"Meme, Ethereum Ecosystem"
PROS,prosper,Prosper [OLD],PROS,8845941.0,17211738.0,209.3,"Decentralized Finance (DeFi), BNB Chain Ecosystem, Polygon Ecosystem, Ethereum Ecosystem"
BZZ,swarm-bzz,Swarm,BZZ,8811395.0,8811395.0,112890.0,"Storage, Gnosis Chain Ecosystem, Ethereum Ecosystem, DePIN"
NULS,nuls,NULS,NULS,8675808.0,10151797.0,17964486.0,"Smart Contract Platform, DWF Labs Portfolio"
ASTO,altered-state-token,Altered State Machine,ASTO,8609057.0,25145974.0,989238.0,"Artificial Intelligence (AI), Gaming (GameFi), NFT, Metaverse, Ethereum Ecosystem, Animoca Brands Portfolio, Coinbase Ventures Portfolio, Gaming Governance Token, Gaming Utility Token, AI Agents, Delphi Ventures Portfolio, AI Applications, Outlier Ventures Portfolio"
IRON,iron-fish,Iron Fish,IRON,8273002.0,8274799.0,65656.0,"Smart Contract Platform, Zero Knowledge (ZK), Proof of Work (PoW), Andreessen Horowitz (a16z) Portfolio, Sequoia Capital Portfolio, Privacy Blockchain"
CERE,cere-network,Cere Network,CERE,7870914.0,11857541.0,201189.0,"Artificial Intelligence (AI), Storage, SocialFi, Gaming (GameFi), DaoMaker Launchpad, Ethereum Ecosystem, DePIN, YZi Labs (Prev. Binance Labs) Portfolio, OKX Ventures Portfolio, Made in USA"
HOLDSTATION,holdstation,Holdstation,HOLD,7796174.0,29591866.0,285028.0,"Wallets, ZkSync Ecosystem, Account Abstraction, Berachain Ecosystem, AI Agent Launchpad"
NPCS,npc-on-solana,NPC On Solana,NPCS,7670079.0,7670079.0,402112.0,"Solana Ecosystem, Meme, Solana Meme"
ELYS,elys-network,Elys,ELYS,7214772.0,35229655.0,155906.0,"Decentralized Exchange (DEX), Smart Contract Platform, Decentralized Finance (DeFi), Layer 1 (L1)"
LQR,laqira-protocol,Laqira Protocol,LQR,6963808.0,199824734.0,305855.0,BNB Chain Ecosystem
KATA,katana-inu,Katana Inu,KATA,6658558.0,8806507.0,318720.0,"Gaming (GameFi), NFT, BNB Chain Ecosystem, Metaverse, Meme, Play To Earn, Ethereum Ecosystem, Base Ecosystem, Gaming Utility Token, Fighting Games, Action Games"
CAPTAINBNB,captainbnb,CaptainBNB,CAPTAINBNB,6651936.0,6651936.0,2989762.0,"BNB Chain Ecosystem, Four.meme Ecosystem"
BNC,bifrost-native-coin,Bifrost,BNC,6123603.0,11062077.0,5380766.0,"Smart Contract Platform, Decentralized Finance (DeFi), Polkadot Ecosystem, Yield Farming, Derivatives, Lending/Borrowing Protocols, Layer 1 (L1), Liquid Staking Governance Tokens, DWF Labs Portfolio, Yield Optimizer, Liquid Staking"
NAVI,atlas-navi,Atlas Navi,NAVI,5717713.0,10607563.0,71905.0,"Artificial Intelligence (AI), NFT, DaoMaker Launchpad, Ethereum Ecosystem"
ARTY,artyfact,Artyfact,ARTY,5390223.0,6234367.0,2503905.0,"Artificial Intelligence (AI), Gaming (GameFi), NFT, BNB Chain Ecosystem, Metaverse, Shooting Games, Gaming Governance Token, Action Games"
HNS,handshake,Handshake,HNS,5045469.0,5045469.0,40494.0,"Infrastructure, Smart Contract Platform, NFT, Ethereum Ecosystem, DePIN, Multicoin Capital Portfolio, Proof of Work (PoW), Pantera Capital Portfolio, Andreessen Horowitz (a16z) Portfolio, Sequoia Capital Portfolio, Name Service, Made in USA"
GENE,genopets,Genopets,GENE,5009415.0,6426988.0,86389.0,"Gaming (GameFi), NFT, BNB Chain Ecosystem, Solana Ecosystem, Play To Earn, Move To Earn, Animoca Brands Portfolio, RPG, Gaming Governance Token, Alameda Research Portfolio, Pantera Capital Portfolio, Action Games"
CRAI,cryptify-ai,Cryptify AI,CRAI,4938392.0,4938392.0,77361.0,Ethereum Ecosystem
PINGO,pingo,PinGo,PINGO,4622480.0,85215729.0,66918.0,"DePIN, TON Ecosystem"
CSIX,carbon-browser,Carbon Browser,CSIX,4459307.0,6823447.0,320472.0,"Artificial Intelligence (AI), Decentralized Exchange (DEX), Infrastructure, BNB Chain Ecosystem, Wallets, Ethereum Ecosystem, DWF Labs Portfolio, Poolz Finance Launchpad"
LKY,luckycoin,Luckycoin,LKY,4402810.0,4403416.0,197338.0,"Smart Contract Platform, Layer 1 (L1), Meme, Proof of Work (PoW)"
ESE,eesee,Eesee,ESE,4355717.0,5592698.0,1055776.0,"SocialFi, NFT, BNB Chain Ecosystem, Ethereum Ecosystem, Animoca Brands Portfolio, NFTFi, Blast Ecosystem"
FACT,fact0rn,Fact0rn,FACT,4232986.0,4232986.0,81857.0,"Smart Contract Platform, Decentralized Science (DeSci), Proof of Work (PoW)"
FITFI,step-app-fitfi,Step App,FITFI,4128636.0,7506611.0,1939720.0,"Sports, Gaming (GameFi), Yield Farming, NFT, BNB Chain Ecosystem, Avalanche Ecosystem, DaoMaker Launchpad, Play To Earn, Move To Earn, Step Network Ecosystem, Gaming Governance Token, Sports Games"
XCAD,xcad-network,XCAD Network,XCAD,4051558.0,11572109.0,637165.0,"SocialFi, BNB Chain Ecosystem, Solana Ecosystem, Polygon Ecosystem, DaoMaker Launchpad, Zilliqa Ecosystem, Ethereum Ecosystem, Metis Ecosystem, Step Network Ecosystem, Base Ecosystem, opBNB Ecosystem"
ISP,ispolink,Ispolink,ISP,4024286.0,4449180.0,520553.0,"Artificial Intelligence (AI), Gaming (GameFi), BNB Chain Ecosystem, DaoMaker Launchpad, Play To Earn, Ethereum Ecosystem, Manta Network Ecosystem"
LINK,chainlink,Chainlink,LINK,9548948762.0,14531957375.0,593284021.0,"Business Services, Infrastructure, Smart Contract Platform, Decentralized Finance (DeFi), Oracle, BNB Chain Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Near Protocol Ecosystem, Gnosis Chain Ecosystem, Fantom Ecosystem, Harmony Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Real World Assets (RWA), Base Ecosystem, Osmosis Ecosystem, Cross-chain Communication, Energi Ecosystem, Sora Ecosystem, Huobi ECO Chain Ecosystem, Milkomeda (Cardano) Ecosystem, GMCI DeFi Index, GMCI 30 Index, GMCI Index, World Liberty Financial Portfolio, Made in USA, Coinbase 50 Index"
XLM,stellar,Stellar,XLM,8123174970.0,13161916059.0,269573935.0,"Smart Contract Platform, Real World Assets (RWA), Stellar Ecosystem, GMCI 30 Index, GMCI Index, Made in USA, Coinbase 50 Index"
AAVE,aave,Aave,AAVE,2503823702.0,2652419826.0,351935122.0,"Decentralized Finance (DeFi), Yield Farming, BNB Chain Ecosystem, Lending/Borrowing Protocols, Avalanche Ecosystem, Polygon Ecosystem, Near Protocol Ecosystem, Fantom Ecosystem, Harmony Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Base Ecosystem, Index Coop Defi Index, Energi Ecosystem, Sora Ecosystem, Huobi ECO Chain Ecosystem, GMCI DeFi Index, Blockchain Capital Portfolio, Index Coop Index, GMCI Index, World Liberty Financial Portfolio, Coinbase 50 Index"
ETC,ethereum-classic,Ethereum Classic,ETC,2499021285.0,2499021285.0,77257752.0,"Smart Contract Platform, Decentralized Finance (DeFi), Layer 1 (L1), Proof of Work (PoW), Coinbase 50 Index"
ARB,arbitrum,Arbitrum,ARB,1590955819.0,3344666018.0,201528728.0,"Smart Contract Platform, Arbitrum Ecosystem, Ethereum Ecosystem, Arbitrum Nova Ecosystem, Layer 2 (L2), eGirl Capital Portfolio, Rollup, Alameda Research Portfolio, Pantera Capital Portfolio, GMCI Layer 2 Index, GMCI 30 Index, GMCI Index, Polychain Capital Portfolio, Made in USA"
MKR,maker,Maker,MKR,1241123288.0,1278155148.0,77086506.0,"Decentralized Finance (DeFi), Lending/Borrowing Protocols, Avalanche Ecosystem, Polygon Ecosystem, Ethereum Ecosystem, Real World Assets (RWA), Paradigm Portfolio, Index Coop Defi Index, Stablecoin Protocol, DragonFly Capital Portfolio, Andreessen Horowitz (a16z) Portfolio, Energi Ecosystem, Sora Ecosystem, GMCI DeFi Index, RWA Protocol, Index Coop Index, GMCI Index, Polychain Capital Portfolio, Made in USA, Coinbase 50 Index"
WLD,worldcoin-wld,Worldcoin,WLD,1126291676.0,8675590421.0,167076662.0,"Smart Contract Platform, Ethereum Ecosystem, Decentralized Identifier (DID), Optimism Ecosystem, Coinbase Ventures Portfolio, Multicoin Capital Portfolio, Andreessen Horowitz (a16z) Portfolio, Blockchain Capital Portfolio, Optimism Superchain Ecosystem, World Chain Ecosystem, Made in USA"
FLR,flare-networks,Flare,FLR,1037129459.0,1696761715.0,12026045.0,"Smart Contract Platform, Layer 1 (L1), DWF Labs Portfolio"
GRT,the-graph,The Graph,GRT,848367976.0,958492663.0,47061300.0,"Artificial Intelligence (AI), Business Services, Infrastructure, Smart Contract Platform, Analytics, Avalanche Ecosystem, Polygon Ecosystem, Near Protocol Ecosystem, Harmony Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, DePIN, Coinbase Ventures Portfolio, Multicoin Capital Portfolio, Proof of Stake (PoS), Energi Ecosystem, Sora Ecosystem, Made in USA, Coinbase 50 Index"
WAL,walrus-2,Walrus,WAL,645271564.0,2581086258.0,81848140.0,"Infrastructure, Storage, Sui Ecosystem"
CAKE,pancakeswap-token,PancakeSwap,CAKE,617717969.0,735427225.0,119207730.0,"Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), Yield Farming, Automated Market Maker (AMM), BNB Chain Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Aptos Ecosystem, ZkSync Ecosystem, Linea Ecosystem, Base Ecosystem, Polygon zkEVM Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, opBNB Ecosystem, GMCI DeFi Index, GMCI Index"
ENS,ethereum-name-service,Ethereum Name Service,ENS,557355883.0,1680524803.0,86596641.0,"NFT, Ethereum Ecosystem, Decentralized Identifier (DID), Name Service"
SPX,spx6900,SPX6900,SPX,470547234.0,470547234.0,38988712.0,"Solana Ecosystem, Meme, Ethereum Ecosystem, Base Ecosystem, Bridged-Tokens, Murad Picks, Stock market-themed"
VIRTUAL,virtual-protocol,Virtuals Protocol,VIRTUAL,445939995.0,684215139.0,267687052.0,"Artificial Intelligence (AI), Solana Ecosystem, Ethereum Ecosystem, Base Ecosystem, AI Agents, Virtuals Protocol Ecosystem, AI Agent Launchpad, Binance Alpha Spotlight"
CTC,creditcoin-2,Creditcoin,CTC,321673974.0,429455917.0,59744699.0,"Smart Contract Platform, Layer 1 (L1), Ethereum Ecosystem, Real World Assets (RWA), DWF Labs Portfolio, Proof of Stake (PoS)"
WEMIX,wemix-token,WEMIX,WEMIX,290214412.0,372833131.0,2977446.0,"Smart Contract Platform, Gaming (GameFi), NFT, Layer 1 (L1), Play To Earn, Gaming Blockchains, WEMIX Ecosystem"
CVX,convex-finance,Convex Finance,CVX,229280169.0,279295579.0,31375584.0,"Decentralized Finance (DeFi), Yield Farming, Yield Aggregator, Ethereum Ecosystem, Metagovernance, Curve Ecosystem, Yield Optimizer"
BABYDOGE,baby-doge-coin,Baby Doge Coin,BABYDOGE,227998087.0,578730231.0,32821593.0,"Gaming (GameFi), BNB Chain Ecosystem, Solana Ecosystem, Meme, Ethereum Ecosystem, Dog-Themed, Solana Meme, Gaming Utility Token"
ZRX,0x,0x Protocol,ZRX,227309018.0,267927792.0,37491165.0,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Avalanche Ecosystem, Harmony Ecosystem, Ethereum Ecosystem, Coinbase Ventures Portfolio, Pantera Capital Portfolio, Energi Ecosystem, GMCI DeFi Index, Blockchain Capital Portfolio, GMCI Index, Made in USA"
NOT,notcoin,Notcoin,NOT,218437730.0,218437730.0,64631853.0,"Gaming (GameFi), Binance Launchpool, Meme, Play To Earn, TON Ecosystem, TON Meme, Tap to Earn"
BAT,basic-attention-token,Basic Attention,BAT,209619851.0,210226936.0,19811650.0,"Solana Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Near Protocol Ecosystem, Harmony Ecosystem, Ethereum Ecosystem, Pantera Capital Portfolio, Energi Ecosystem, Made in USA"
TRAC,origintrail,OriginTrail,TRAC,208955935.0,209195692.0,4191220.0,"Artificial Intelligence (AI), Polkadot Ecosystem, Metaverse, Ethereum Ecosystem, Interoperability, Real World Assets (RWA), DePIN, Decentralized Science (DeSci), AI Agents"
UXLINK,uxlink,UXLINK,UXLINK,191393018.0,468003099.0,87301655.0,"SocialFi, Arbitrum Ecosystem"
FXS,frax-share,Frax Share,FXS,189324977.0,210746669.0,20232387.0,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Yield Farming, Automated Market Maker (AMM), BNB Chain Ecosystem, Seigniorage, Solana Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Fantom Ecosystem, Harmony Ecosystem, Arbitrum Ecosystem, Moonriver Ecosystem, Ethereum Ecosystem, Liquid Staking Governance Tokens, Curve Ecosystem, Stablecoin Protocol, Polygon zkEVM Ecosystem, Evmos Ecosystem, Fraxtal Ecosystem, GMCI DeFi Index, Liquid Staking, GMCI Index, Made in USA"
ORDI,ordinals,ORDI,ORDI,157923731.0,157923731.0,79365891.0,"Solana Ecosystem, BRC-20, Bitcoin Ecosystem, Inscriptions"
KULA,kula,Kula,KULA,154432146.0,2332789790.0,1276139.0,Avalanche Ecosystem
ORCA,orca,Orca,ORCA,150669582.0,270130666.0,72715329.0,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Yield Farming, Automated Market Maker (AMM), Solana Ecosystem, Coinbase Ventures Portfolio, DeFiance Capital Portfolio, Made in USA"
USUAL,usual,Usual,USUAL,111749134.0,123942231.0,45827758.0,"Decentralized Finance (DeFi), BNB Chain Ecosystem, Ethereum Ecosystem, Real World Assets (RWA), Base Ecosystem, Coinbase Ventures Portfolio, Stablecoin Protocol, YZi Labs (Prev. Binance Labs) Portfolio, Galaxy Digital Portfolio"
ILV,illuvium,Illuvium,ILV,109249587.0,139136571.0,30064087.0,"Gaming (GameFi), NFT, Metaverse, Play To Earn, Ethereum Ecosystem, Animoca Brands Portfolio, RPG, Gaming Governance Token, Adventure Games, Energi Ecosystem, Delphi Ventures Portfolio"
AEVO,aevo-exchange,Aevo,AEVO,95734969.0,105997245.0,21609580.0,"Smart Contract Platform, Decentralized Finance (DeFi), Binance Launchpool, Derivatives, Perpetuals, Ethereum Ecosystem, Layer 2 (L2), DragonFly Capital Portfolio, Pantera Capital Portfolio"
IOST,iostoken,IOST,IOST,90022154.0,90022154.0,11399150.0,"Smart Contract Platform, Proof of Stake (PoS), Sequoia Capital Portfolio"
HEART,humans-ai,Humans.ai,HEART,72212228.0,72212228.0,374334.0,"Artificial Intelligence (AI), Smart Contract Platform, Layer 1 (L1), Ethereum Ecosystem, Osmosis Ecosystem, AI Agents, AI Agent Launchpad"
BGSC,bugscoin,BugsCoin,BGSC,71726897.0,1158584989.0,8906951.0,"Retail, BNB Chain Ecosystem"
PROMPT,wayfinder,Wayfinder,PROMPT,65683710.0,293361415.0,194397542.0,"Artificial Intelligence (AI), Base Ecosystem, AI Agents"
SAGA,saga-2,Saga,SAGA,65074193.0,282301783.0,43911881.0,"Artificial Intelligence (AI), Infrastructure, Smart Contract Platform, Binance Launchpool, Layer 1 (L1), Modular Blockchain, Appchains, Saga Ecosystem"
AIAT,ai-analysis-token,AI Analysis Token,AIAT,58642823.0,265718559.0,196386.0,Ethereum Ecosystem
RARE,superrare,SuperRare,RARE,51295165.0,61818238.0,39020618.0,"NFT, Ethereum Ecosystem"
CBK,cobak-token,Cobak,CBK,50732625.0,54257895.0,5710583.0,"Polygon Ecosystem, Ethereum Ecosystem, DWF Labs Portfolio"
SUPRA,supra,Supra,SUPRA,50538747.0,344600349.0,3730176.0,"Infrastructure, Smart Contract Platform, Oracle, Layer 1 (L1), Animoca Brands Portfolio, Coinbase Ventures Portfolio, Cross-chain Communication, Made in USA"
USDM,mountain-protocol-usdm,Mountain Protocol USD,USDM,48031042.0,48031042.0,1187306.0,"Stablecoins, Polygon Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, ZkSync Ecosystem, Base Ecosystem, Fiat-backed Stablecoin"
OLAS,autonolas,Autonolas,OLAS,47921755.0,139061464.0,290665.0,"Artificial Intelligence (AI), Solana Ecosystem, Polygon Ecosystem, Gnosis Chain Ecosystem, Arbitrum Ecosystem, Celo Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Base Ecosystem, AI Agents, Mode Ecosystem, AI Agent Launchpad, Binance Alpha Spotlight, AI Framework, DeFAI"
AUKI,auki-labs,AUKI,AUKI,47052709.0,260850256.0,306790.0,"Artificial Intelligence (AI), DePIN, Base Ecosystem, Outlier Ventures Portfolio"
ARC,ai-rig-complex,AI Rig Complex,ARC,47039430.0,47039430.0,25776557.0,"Artificial Intelligence (AI), Infrastructure, Solana Ecosystem, Meme, AI Agents, Pump.fun Ecosystem, AI Agent Launchpad, Binance Alpha Spotlight, AI Framework"
BANANAS31,banana-for-scale-2,Banana For Scale,BANANAS31,46873132.0,46873132.0,30063283.0,"BNB Chain Ecosystem, Meme, Binance Alpha Spotlight"
SOLV,solv-protocol,Solv Protocol,SOLV,45175298.0,255950697.0,32842499.0,"BNB Chain Ecosystem, Binance Megadrop, BTCfi"
BC,bc-token,BCGame Coin,BC,42018811.0,42018811.0,14413.62,"Gambling (GambleFi), Solana Ecosystem"
FARTCOIN,based-fartcoin,Based Fartcoin,FARTCOIN,39348497.0,39348497.0,562016.0,"Meme, Base Ecosystem, Base Meme"
RAD,radicle,Radworks,RAD,38159537.0,76579723.0,17835697.0,"Infrastructure, Ethereum Ecosystem, DePIN, Galaxy Digital Portfolio"
