Input Token,CoinGecko ID,Name,Symbol,Market Cap,FDV,24H Volume,Categories
ZRX,0x,0x Protocol,ZRX,160913174,189667405.0,23142928.0,"Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), Avalanche Ecosystem, Harmony Ecosystem, Ethereum Ecosystem, Coinbase Ventures Portfolio, Pantera Capital Portfolio, Energi Ecosystem, GMCI DeFi Index, Blockchain Capital Portfolio, GMCI Index, Made in USA, Governance"
FORM,four,Four,FORM,156362659,234339680.0,17778860.0,"Gaming (GameFi), BNB Chain Ecosystem, Launchpad"
AIA,aia,DeAgentAI,AIA,152864050,1536322113.0,21892178.0,"Artificial Intelligence (AI), BNB Chain Ecosystem, Sui Ecosystem, Binance Alpha Spotlight, AI Framework"
GOMINING,gmt-token,GoMining Token,GOMINING,146282487,146282487.0,13397049.0,"Gaming (GameFi), BNB Chain Ecosystem, Ethereum Ecosystem, TON Ecosystem"
GRASS,grass,Grass,GRASS,132193311,296531331.0,32462481.0,"Artificial Intelligence (AI), Solana Ecosystem, DePIN, Polychain Capital Portfolio, Binance Alpha Spotlight"
WEFI,wefi,WeFi,WFI,131836769,1787851345.0,3779700.0,BNB Chain Ecosystem
SUSHI,sushi,Sushi,SUSHI,129627839,136590503.0,33227795.0,"Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), Yield Farming, Automated Market Maker (AMM), BNB Chain Ecosystem, Yearn Ecosystem, Solana Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Near Protocol Ecosystem, Fantom Ecosystem, Harmony Ecosystem, Arbitrum Ecosystem, Celo Ecosystem, Ethereum Ecosystem, Base Ecosystem, Alameda Research Portfolio, Pantera Capital Portfolio, Energi Ecosystem, Sora Ecosystem, Blockchain Capital Portfolio, Katana Ecosystem, Governance"
XPR,proton,XPR Network,XPR,122479276,135167168.0,3596992.0,"Smart Contract Platform, BNB Chain Ecosystem, Ethereum Ecosystem, DWF Labs Portfolio, Made in USA, Governance"
ASTR,astar,Astar,ASTR,116125770,120922810.0,8248997.0,"Smart Contract Platform, Polkadot Ecosystem, Layer 1 (L1), Ethereum Ecosystem, Layer 2 (L2), Alameda Research Portfolio, YZi Labs (Prev. Binance Labs) Portfolio, OKX Ventures Portfolio"
ARRR,pirate-chain,Pirate Chain,ARRR,114035969,116236442.0,578389.0,"Smart Contract Platform, Privacy, Zero Knowledge (ZK), Proof of Work (PoW)"
SKL,skale,SKALE,SKL,100666151,101167421.0,17363051.0,"Smart Contract Platform, Gaming (GameFi), Layer 1 (L1), Ethereum Ecosystem, Modular Blockchain, Account Abstraction, Multicoin Capital Portfolio, Gaming Blockchains, Gaming Utility Token, Skale Ecosystem, Consensys Portfolio, Galaxy Digital Portfolio, Made in USA, x402 Ecosystem"
OM,mantra-dao,MANTRA,OM,99140081,152290492.0,39556752.0,"Infrastructure, Smart Contract Platform, BNB Chain Ecosystem, Cosmos Ecosystem, Layer 1 (L1), Polygon Ecosystem, Ethereum Ecosystem, Real World Assets (RWA), Base Ecosystem, Osmosis Ecosystem, Mantra Ecosystem"
ORDI,ordinals,ORDI,ORDI,96354940,96354940.0,38757906.0,"Solana Ecosystem, Meme, BRC-20, Bitcoin Ecosystem, Inscriptions"
PEAQ,peaq-2,peaq,PEAQ,88947040,267641108.0,4475390.0,"Smart Contract Platform, Polkadot Ecosystem, Layer 1 (L1), DePIN, Outlier Ventures Portfolio, Binance Alpha Spotlight, Robotics, x402 Ecosystem"
ETHW,ethereum-pow-iou,EthereumPoW,ETHW,85804480,85804480.0,9408551.0,"Smart Contract Platform, EthereumPoW Ecosystem, Proof of Work (PoW)"
BC,bc-token,BCGame Coin,BC,82072281,82072281.0,44715.0,"Gambling (GambleFi), Solana Ecosystem"
SXP,swipe,Solar,SXP,69580331,69890602.0,4034433.0,"BNB Chain Ecosystem, Harmony Ecosystem, Ethereum Ecosystem, Alameda Research Portfolio, YZi Labs (Prev. Binance Labs) Portfolio"
OG,og-fan-token,OG Fan Token,OG,69023574,78525362.0,8280344.0,"Entertainment, Sports, Binance Launchpool, Fan Token, Chiliz Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio"
NOT,notcoin,Notcoin,NOT,68681115,70769383.0,17357076.0,"Gaming (GameFi), Binance Launchpool, Meme, Play To Earn, TON Ecosystem, TON Meme, Tap to Earn"
RPL,rocket-pool,Rocket Pool,RPL,68104876,68104876.0,6546572.0,"Business Services, Infrastructure, Smart Contract Platform, Decentralized Finance (DeFi), Polygon Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Liquid Staking Governance Tokens, Coinbase Ventures Portfolio, Proof of Stake (PoS), Index Coop Defi Index, Consensys Portfolio, Liquid Staking, Governance"
GEOD,geodnet,Geodnet,GEOD,65598925,146000761.0,782431.0,"Gaming (GameFi), Solana Ecosystem, Polygon Ecosystem, Play To Earn, DePIN, Pantera Capital Portfolio, Robotics"
LISTA,lista,Lista DAO,LISTA,57154372,178198604.0,13599590.0,"Decentralized Finance (DeFi), BNB Chain Ecosystem, Lending/Borrowing Protocols, Liquid Staking Tokens, Binance Megadrop, Liquid Staking"
SPELL,spell-token,Spell,SPELL,49830918,57207279.0,7127531.0,"Decentralized Finance (DeFi), Yield Farming, Avalanche Ecosystem, Fantom Ecosystem, Arbitrum Ecosystem, Olympus Pro Ecosystem, Ethereum Ecosystem, Stablecoin Issuer"
HONEY,hivemapper,Hivemapper,HONEY,48253511,60696531.0,1497828.0,"Solana Ecosystem, DePIN, Multicoin Capital Portfolio, Made in USA"
COOKIE,cookie,Cookie DAO,COOKIE,41949347,66821480.0,10622232.0,"Artificial Intelligence (AI), Marketing, Analytics, BNB Chain Ecosystem, Ethereum Ecosystem, Animoca Brands Portfolio, Base Ecosystem, AI Agents, Binance Alpha Spotlight, InfoFi, Governance"
GNS,gains-network,Gains Network,GNS,38858169,38848520.0,1891427.0,"Decentralized Finance (DeFi), Derivatives, Perpetuals, Polygon Ecosystem, Arbitrum Ecosystem, Base Ecosystem, ApeChain Ecosystem"
DSYNC,destra-network,Destra Network,DSYNC,37258503,37199466.0,2444062.0,"Artificial Intelligence (AI), Infrastructure, Ethereum Ecosystem, DePIN"
ELON,dogelon-mars,Dogelon Mars,ELON,35792333,65118412.0,4581425.0,"BNB Chain Ecosystem, Solana Ecosystem, Polygon Ecosystem, Meme, Ethereum Ecosystem, Cronos Ecosystem, Dog-Themed, Elon Musk-Inspired, Fuse Ecosystem"
CHEX,chex-token,Chintai,CHEX,34188577,34188577.0,1116457.0,"Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), BNB Chain Ecosystem, Solana Ecosystem, Ethereum Ecosystem, Real World Assets (RWA), Base Ecosystem, RWA Protocol"
AERGO,aergo,Aergo,AERGO,33244415,35179275.0,7939693.0,"Smart Contract Platform, Ethereum Ecosystem, Sequoia Capital Portfolio"
HOSKY,hosky,Hosky,HOSKY,31934376,31934376.0,1230282.0,"Meme, Cardano Ecosystem, Dog-Themed"
SDEX,smardex,SMARDEX,SDEX,27049498,28922302.0,376134.0,"Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), BNB Chain Ecosystem, Solana Ecosystem, Polygon Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Base Ecosystem"
PONKE,ponke,PONKE,PONKE,25450844,25453687.0,6708263.0,"Solana Ecosystem, Meme, Base Ecosystem, Solana Meme, Base Meme, Made in USA"
SHELL,myshell,MyShell,SHELL,24191425,89597869.0,14538372.0,"Artificial Intelligence (AI), BNB Chain Ecosystem, Ethereum Ecosystem, DragonFly Capital Portfolio, YZi Labs (Prev. Binance Labs) Portfolio, Delphi Ventures Portfolio, OKX Ventures Portfolio, Binance HODLer Airdrops, AI Agent Launchpad, Binance Alpha Spotlight, AI Framework, Binance Wallet IDO"
BBT,babyboomtoken,BabyBoomToken,BBT,24165968,179056281.0,176127.0,"Healthcare, Marketing, BNB Chain Ecosystem"
DOLO,dolomite,Dolomite,DOLO,22606792,54280848.0,6708587.0,"Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), Automated Market Maker (AMM), Lending/Borrowing Protocols, Ethereum Ecosystem, Coinbase Ventures Portfolio, Dex Aggregator"
XION,xion-2,XION,XION,21122924,95832956.0,13972272.0,"Smart Contract Platform, Layer 1 (L1), Ethereum Ecosystem, Animoca Brands Portfolio, Base Ecosystem, Osmosis Ecosystem, Multicoin Capital Portfolio, Alameda Research Portfolio, DeFiance Capital Portfolio, Made in USA, Chain Abstraction"
KLV,klever,Klever,KLV,20604581,20604581.0,5206792.0,"Smart Contract Platform, Layer 1 (L1), Proof of Stake (PoS)"
SANTOS,santos-fc-fan-token,Santos FC Fan Token,SANTOS,20220464,45287085.0,25925970.0,"Sports, BNB Chain Ecosystem, Binance Launchpool, Fan Token"
HMSTR,hamster-kombat,Hamster Kombat,HMSTR,18437744,28641156.0,8865905.0,"Gaming (GameFi), Play To Earn, Telegram Apps, TON Ecosystem, Tap to Earn, Arcade Games"
IRON,iron-fish,Iron Fish,IRON,18031239,18034304.0,493908.0,"Smart Contract Platform, Zero Knowledge (ZK), Proof of Work (PoW), Andreessen Horowitz (a16z) Portfolio, Sequoia Capital Portfolio, Privacy Blockchain"
MUBARAK,mubarak,Mubarak,MUBARAK,17984124,17984124.0,11171009.0,"BNB Chain Ecosystem, Meme"
TLM,alien-worlds,Alien Worlds,TLM,17301489,19321378.0,4812583.0,"Gaming (GameFi), NFT, BNB Chain Ecosystem, Binance Launchpool, Play To Earn, Ethereum Ecosystem, Animoca Brands Portfolio, Card Games, Gaming Governance Token, YZi Labs (Prev. Binance Labs) Portfolio, Wax Ecosystem, MMO"
A8,ancient8,Ancient8,A8,17299572,44291875.0,7357881.0,"Smart Contract Platform, Gaming (GameFi), Play To Earn, Guild and Scholarship, Ethereum Ecosystem, Layer 2 (L2), Gaming Blockchains, Pantera Capital Portfolio, Ancient8 Ecosystem, Optimism Superchain Ecosystem"
IDEX,aurora-dao,IDEX,IDEX,16051881,16268890.0,4655101.0,"Decentralized Exchange (DEX), Exchange-based Tokens, Index, Decentralized Finance (DeFi), Perpetuals, Polygon Ecosystem, Ethereum Ecosystem, Made in USA"
DOGINME,doginme,doginme,DOGINME,15961320,15961320.0,942085.0,"Meme, Base Ecosystem, Dog-Themed, Base Meme, Farcaster Ecosystem"
ARPA,arpa,ARPA,ARPA,15952867,32484788.0,8001089.0,"Infrastructure, Privacy, BNB Chain Ecosystem, Polygon Ecosystem, Ethereum Ecosystem, Animoca Brands Portfolio, DWF Labs Portfolio, YZi Labs (Prev. Binance Labs) Portfolio"
ALPH,alephium,Alephium,ALPH,15018662,26476849.0,415294.0,"Smart Contract Platform, BNB Chain Ecosystem, Layer 1 (L1), Wallets, Ethereum Ecosystem, Alephium Ecosystem, Proof of Work (PoW)"
NKN,nkn,NKN,NKN,12529077,12530337.0,2794923.0,"Communication, Ethereum Ecosystem, DePIN"
ZETA,zeta,Zeta,ZEX,12134250,70654657.0,457355.0,"Decentralized Finance (DeFi), Derivatives, Perpetuals, Solana Ecosystem"
PSG,paris-saint-germain-fan-token,Paris Saint-Germain Fan Token,PSG,12012772,19701456.0,8816502.0,"Sports, Binance Launchpool, Fan Token, Chiliz Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio"
COPI,cornucopias,Cornucopias,COPI,10227402,38037658.0,70106.0,"Gaming (GameFi), NFT, BNB Chain Ecosystem, Metaverse, Play To Earn, Cardano Ecosystem, Ethereum Ecosystem, Base Ecosystem, Gaming Governance Token, Gaming Utility Token, MMO"
ALEPH,aleph,Aleph Cloud,ALEPH,8906424,23886530.0,246146.0,"Artificial Intelligence (AI), Infrastructure, Storage, BNB Chain Ecosystem, Avalanche Ecosystem, Ethereum Ecosystem, DePIN, Base Ecosystem, FTX Holdings, Alameda Research Portfolio"
FLM,flamingo-finance,Flamingo Finance,FLM,8419828,8419828.0,1782591.0,"Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), Yield Farming, Binance Launchpool, YZi Labs (Prev. Binance Labs) Portfolio, NEO Ecosystem"
HOLDSTATION,holdstation-2,Holdstation,HOLD,7912058,30031723.0,3112.75,BNB Chain Ecosystem
SQGROW,squidgrow-2,SquidGrow,SQGROW,7572021,7572021.0,237176.0,"Meme, Ethereum Ecosystem"
ALPINE,alpine-f1-team-fan-token,Alpine F1 Team Fan Token,ALPINE,7571479,26660136.0,8823133.0,"Sports, BNB Chain Ecosystem, Fan Token, Binance Launchpad"
BZZ,swarm-bzz,Swarm,BZZ,7228511,7228511.0,219113.0,"Storage, Gnosis Chain Ecosystem, Ethereum Ecosystem, DePIN"
LQR,laqira-protocol,Laqira Protocol,LQR,5742838,162000175.0,391420.0,"Gaming (GameFi), BNB Chain Ecosystem, Payment Solutions, Governance"
MINIMA,minima,Minima,MINIMA,5587044,9555760.0,150591.0,"Smart Contract Platform, Layer 1 (L1), DePIN, Quantum-Resistant"
EDEN,eden,EDEN,EDEN,5094761,5344161.0,1940.53,"MEV Protection, Ethereum Ecosystem, Account Abstraction, Multicoin Capital Portfolio, Alameda Research Portfolio, DeFiance Capital Portfolio"
ARTY,artyfact,Artyfact,ARTY,4569013,4969409.0,2266269.0,"Artificial Intelligence (AI), Gaming (GameFi), NFT, BNB Chain Ecosystem, Metaverse, Shooting Games, Gaming Governance Token, Action Games"
KARATE,karate-combat,Karate Combat,KARATE,4199961,6931724.0,32360.0,"Sports, Gaming (GameFi), Ethereum Ecosystem, Hedera Ecosystem, Sports Games, Fighting Games, Delphi Ventures Portfolio"
NAVI,atlas-navi,Atlas Navi,NAVI,4169763,7735789.0,240682.0,"Artificial Intelligence (AI), NFT, DaoMaker Launchpad, Ethereum Ecosystem"
CERE,cere-network,Cere Network,CERE,4025017,6063693.0,80674.0,"Artificial Intelligence (AI), Storage, SocialFi, Gaming (GameFi), DaoMaker Launchpad, Ethereum Ecosystem, DePIN, Base Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, OKX Ventures Portfolio, Made in USA"
BNC,bifrost-native-coin,Bifrost,BNC,3973749,7063957.0,928470.0,"Smart Contract Platform, Decentralized Finance (DeFi), Polkadot Ecosystem, Yield Farming, Derivatives, Layer 1 (L1), Liquid Staking Governance Tokens, DWF Labs Portfolio, Yield Optimizer, Liquid Staking"
HEU,heurist,Heurist,HEU,3965482,21698720.0,357622.0,"Artificial Intelligence (AI), Ethereum Ecosystem, ZkSync Ecosystem, DePIN, Base Ecosystem, AI Agents, AI Framework, Made in USA, x402 Ecosystem"
PINGO,pingo,PinGo,PINGO,3852102,24660922.0,41862.0,"DePIN, TON Ecosystem"
WLTH,common-wealth,WLTH,WLTH,3700438,4048167.0,149089.0,"Decentralized Finance (DeFi), Base Ecosystem"
LKY,luckycoin,Luckycoin,LKY,3508195,3508318.0,85893.0,"Smart Contract Platform, Layer 1 (L1), Meme, Proof of Work (PoW)"
MYST,mystandard,MyStandard,MYST,3370048,15581898.0,253.68,"Avalanche Ecosystem, Made in USA"
MFER,mfercoin,mfercoin,MFER,3331334,3331334.0,2749309.0,"Meme, Base Ecosystem, Base Meme, Airdropped Tokens by NFT Projects"
BLOK,bloktopia,Bloktopia,BLOK,3164724,9789677.0,181773.0,"BNB Chain Ecosystem, Metaverse, Polygon Ecosystem, Arbitrum Ecosystem"
FITFI,step-app-fitfi,Step App,FITFI,2930175,3167757.0,2713936.0,"Sports, Gaming (GameFi), Yield Farming, NFT, BNB Chain Ecosystem, Avalanche Ecosystem, DaoMaker Launchpad, Play To Earn, Move To Earn, Step Network Ecosystem, Gaming Governance Token, Sports Games, Avalanche L1"
ZTX,ztx,ZTX,ZTX,2907487,6914440.0,113975.0,Arbitrum Ecosystem
CAPTAINBNB,captainbnb,CaptainBNB,CAPTAINBNB,2648872,2648872.0,149201.0,"BNB Chain Ecosystem, Four.meme Ecosystem (BNB Memes)"
RXD,radiant,Radiant,RXD,2596498,2596498.0,127444.0,"Smart Contract Platform, Layer 1 (L1), Proof of Work (PoW), Made in USA"
ESE,eesee,Eesee,ESE,2431408,2710194.0,513689.0,"SocialFi, NFT, BNB Chain Ecosystem, Ethereum Ecosystem, Animoca Brands Portfolio, NFTFi, Blast Ecosystem"
FUSE,fuse-network-token,Fuse,FUSE,2332917,2906817.0,529846.0,"Smart Contract Platform, Decentralized Finance (DeFi), BNB Chain Ecosystem, Layer 1 (L1), Polygon Ecosystem, Gnosis Chain Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Layer 2 (L2), Payment Solutions, Base Ecosystem, DWF Labs Portfolio, Account Abstraction, Fuse Ecosystem"
KATA,katana-inu,Katana Inu,KATA,2320266,3066221.0,60641.0,"Gaming (GameFi), NFT, BNB Chain Ecosystem, Metaverse, Meme, Play To Earn, Ethereum Ecosystem, Base Ecosystem, Gaming Utility Token, Fighting Games, Action Games"
DCB,decubate,Decubate,DCB,2260831,5842454.0,145153.0,"Infrastructure, Software as a service, BNB Chain Ecosystem, Launchpad"
HNS,handshake,Handshake,HNS,2214278,2214278.0,6380.37,"Infrastructure, Smart Contract Platform, NFT, DePIN, Multicoin Capital Portfolio, Proof of Work (PoW), Pantera Capital Portfolio, Andreessen Horowitz (a16z) Portfolio, Sequoia Capital Portfolio, Name Service, Made in USA"
RAI,rai,Rai Reflex Index,RAI,2161631,2161631.0,14626.56,"Stablecoins, Decentralized Finance (DeFi), Avalanche Ecosystem, Polygon Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Paradigm Portfolio, Andreessen Horowitz (a16z) Portfolio, Crypto-backed Stablecoin"
JYAI,jerry-the-turtle-by-matt-furie,Jerry The Turtle By Matt Furie,JYAI,2042600,2042600.0,3934728.0,"Meme, Ethereum Ecosystem"
LINK,chainlink,Chainlink,LINK,10094501251,14485903249.0,1029166296.0,"Business Services, Infrastructure, Decentralized Finance (DeFi), Oracle, BNB Chain Ecosystem, Solana Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Near Protocol Ecosystem, Gnosis Chain Ecosystem, Fantom Ecosystem, Harmony Ecosystem, Arbitrum Ecosystem, Celo Ecosystem, Moonriver Ecosystem, Moonbeam Ecosystem, Ethereum Ecosystem, Cronos Ecosystem, Metis Ecosystem, Optimism Ecosystem, Kaia Ecosystem, ZkSync Ecosystem, Real World Assets (RWA), Mantle Ecosystem, Linea Ecosystem, Base Ecosystem, Shibarium Ecosystem, Ronin Ecosystem, Starknet Ecosystem, Osmosis Ecosystem, Hedera Ecosystem, Scroll Ecosystem, Berachain Ecosystem, Merlin Chain Ecosystem, Blast Ecosystem, WEMIX Ecosystem, Cybersecurity, Cross-chain Communication, Mode Ecosystem, Zora Ecosystem, Bitlayer Ecosystem, Core Ecosystem, Energi Ecosystem, Sora Ecosystem, Polygon zkEVM Ecosystem, Huobi ECO Chain Ecosystem, Milkomeda (Cardano) Ecosystem, Astar Ecosystem, opBNB Ecosystem, Rootstock Ecosystem, NEO Ecosystem, Fraxtal Ecosystem, X Layer Ecosystem, GMCI DeFi Index, GMCI 30 Index, Sonic Ecosystem, Etherlink Ecosystem, RWA Protocol, GMCI Index, Optimism Superchain Ecosystem, Zircuit Ecosystem, Cronos zkEVM Ecosystem, Sei Network Ecosystem, Mint Ecosystem, World Chain Ecosystem, ApeChain Ecosystem, Kroma Ecosystem, BSquared Network Ecosystem, World Liberty Financial Portfolio, Abstract Ecosystem, Ink Ecosystem, Soneium Ecosystem, Lisk Ecosystem, Made in USA, Unichain Ecosystem, HyperEVM Ecosystem, Coinbase 50 Index, Corn Ecosystem, Chain Abstraction, Superseed Ecosystem, Lens Ecosystem, Plume Network Ecosystem, Hydration Ecosystem, Hemi Ecosystem, Katana Ecosystem, Botanix Ecosystem, HashKey Chain Ecosystem, Plasma Ecosystem, x402 Ecosystem"
XLM,stellar,Stellar,XLM,8611172456,13408484055.0,352993706.0,"Smart Contract Platform, Real World Assets (RWA), Stellar Ecosystem, GMCI 30 Index, GMCI Index, Made in USA, Coinbase 50 Index"
AAVE,aave,Aave,AAVE,3011574932,3176989487.0,431963523.0,"Decentralized Finance (DeFi), Yield Farming, BNB Chain Ecosystem, Lending/Borrowing Protocols, Avalanche Ecosystem, Polygon Ecosystem, Near Protocol Ecosystem, Fantom Ecosystem, Harmony Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Base Ecosystem, Index Coop Defi Index, Stablecoin Issuer, Energi Ecosystem, Sora Ecosystem, Huobi ECO Chain Ecosystem, GMCI DeFi Index, Blockchain Capital Portfolio, GMCI Index, World Liberty Financial Portfolio, Coinbase 50 Index, Hydration Ecosystem, Governance"
ETC,ethereum-classic,Ethereum Classic,ETC,2323656728,2323665630.0,84368746.0,"Smart Contract Platform, Layer 1 (L1), Proof of Work (PoW), Coinbase 50 Index"
WLD,worldcoin-wld,Worldcoin,WLD,1688515967,7436778365.0,158549778.0,"Smart Contract Platform, Ethereum Ecosystem, Decentralized Identifier (DID), Optimism Ecosystem, Coinbase Ventures Portfolio, Multicoin Capital Portfolio, Andreessen Horowitz (a16z) Portfolio, Blockchain Capital Portfolio, Optimism Superchain Ecosystem, World Chain Ecosystem, Made in USA, Governance"
FLR,flare-networks,Flare,FLR,1133462254,1508235654.0,8350831.0,"Smart Contract Platform, Layer 1 (L1), DWF Labs Portfolio"
CAKE,pancakeswap-token,PancakeSwap,CAKE,813785970,847999278.0,100854288.0,"Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), Yield Farming, Automated Market Maker (AMM), BNB Chain Ecosystem, Perpetuals, Solana Ecosystem, Launchpad, Arbitrum Ecosystem, Ethereum Ecosystem, Aptos Ecosystem, ZkSync Ecosystem, Linea Ecosystem, Base Ecosystem, Polygon zkEVM Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, opBNB Ecosystem, GMCI DeFi Index, GMCI Index, Governance"
FET,fetch-ai,Artificial Superintelligence Alliance,FET,751552999,783156045.0,160599779.0,"Artificial Intelligence (AI), NFT, BNB Chain Ecosystem, Cardano Ecosystem, Ethereum Ecosystem, Binance Launchpad, DWF Labs Portfolio, Osmosis Ecosystem, AI Agents, GMCI DePIN Index, GMCI Index, Outlier Ventures Portfolio, AI Agent Launchpad, Governance"
GRT,the-graph,The Graph,GRT,642315491,655950729.0,31855540.0,"Artificial Intelligence (AI), Business Services, Infrastructure, Analytics, Avalanche Ecosystem, Polygon Ecosystem, Near Protocol Ecosystem, Harmony Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, DePIN, Coinbase Ventures Portfolio, Multicoin Capital Portfolio, Proof of Stake (PoS), Energi Ecosystem, Sora Ecosystem, Made in USA, Coinbase 50 Index"
ENS,ethereum-name-service,Ethereum Name Service,ENS,505477995,1336454583.0,55607353.0,"NFT, Ethereum Ecosystem, Decentralized Identifier (DID), Name Service, Governance"
WAL,walrus-2,Walrus,WAL,311655281,1030833345.0,19053829.0,"Infrastructure, Storage, Sui Ecosystem, Binance Alpha Spotlight"
TRAC,origintrail,OriginTrail,TRAC,303783479,304058984.0,6797991.0,"Artificial Intelligence (AI), Polkadot Ecosystem, Metaverse, Ethereum Ecosystem, Interoperability, Real World Assets (RWA), DePIN, Decentralized Science (DeSci), AI Agents, InfoFi"
BAT,basic-attention-token,Basic Attention,BAT,266386463,267150164.0,32467239.0,"Solana Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Near Protocol Ecosystem, Harmony Ecosystem, Ethereum Ecosystem, Pantera Capital Portfolio, Energi Ecosystem, Made in USA"
WEMIX,wemix-token,WEMIX,WEMIX,247821776,296594469.0,4565763.0,"Smart Contract Platform, Gaming (GameFi), NFT, Layer 1 (L1), Play To Earn, Gaming Blockchains, WEMIX Ecosystem"
CTC,creditcoin-2,Creditcoin,CTC,196063729,232712986.0,12383491.0,"Smart Contract Platform, Layer 1 (L1), Ethereum Ecosystem, Real World Assets (RWA), DWF Labs Portfolio, Proof of Stake (PoS), Made in USA"
RON,ronin,Ronin,RON,192154431,266478916.0,6571487.0,"Smart Contract Platform, Gaming (GameFi), NFT, Layer 1 (L1), Play To Earn, Zero Knowledge (ZK), FTX Holdings, Ronin Ecosystem, Gaming Blockchains, SideChain, Andreessen Horowitz (a16z) Portfolio, YZi Labs (Prev. Binance Labs) Portfolio"
QTUM,qtum,Qtum,QTUM,188366016,191802994.0,20722716.0,"Smart Contract Platform, Proof of Stake (PoS), Made in China"
KAVA,kava,Kava,KAVA,163901833,163901833.0,50243942.0,"Smart Contract Platform, BNB Chain Ecosystem, Layer 1 (L1), Binance Launchpad, DWF Labs Portfolio, Osmosis Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, Made in USA"
CVX,convex-finance,Convex Finance,CVX,158932674,193714206.0,9595367.0,"Decentralized Finance (DeFi), Yield Farming, Yield Aggregator, Ethereum Ecosystem, Metagovernance, Curve Ecosystem, Yield Optimizer, Governance"
BABYDOGE,baby-doge-coin,Baby Doge Coin,BABYDOGE,135709269,329935927.0,8636902.0,"Gaming (GameFi), BNB Chain Ecosystem, Solana Ecosystem, Meme, Ethereum Ecosystem, Dog-Themed, Solana Meme, Gaming Utility Token"
ULTIMA,ultima,Ultima,ULTIMA,135020593,342868222.0,16909553.0,Payment Solutions
PLUME,plume,Plume,PLUME,118650471,378372219.0,50713685.0,"Smart Contract Platform, BNB Chain Ecosystem, Layer 1 (L1), Ethereum Ecosystem, Real World Assets (RWA), RWA Protocol, Binance HODLer Airdrops, Made in USA, Plume Network Ecosystem"
QRL,quantum-resistant-ledger,Quantum Resistant Ledger,QRL,104799802,104799802.0,118224.0,"Smart Contract Platform, Proof of Work (PoW), Quantum-Resistant"
MOODENG,moo-deng,Moo Deng,MOODENG,85468812,85468812.0,25972106.0,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem, Zoo-Themed, Binance Alpha Spotlight, TikTok Meme"
UMA,uma,UMA,UMA,83866133,120238191.0,11028684.0,"Business Services, Decentralized Finance (DeFi), Oracle, Derivatives, Synthetic Issuer, Avalanche Ecosystem, Ethereum Ecosystem, Blockchain Capital Portfolio, Synthetic, Made in USA, Governance"
ILV,illuvium,Illuvium,ILV,82833091,83831435.0,11723820.0,"Gaming (GameFi), NFT, Metaverse, Play To Earn, Ethereum Ecosystem, Animoca Brands Portfolio, RPG, Gaming Governance Token, Adventure Games, Energi Ecosystem, Delphi Ventures Portfolio"
ORCA,orca,Orca,ORCA,79760143,99439147.0,12746651.0,"Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), Yield Farming, Automated Market Maker (AMM), Solana Ecosystem, Coinbase Ventures Portfolio, DeFiance Capital Portfolio, Made in USA"
COCA,coca,COCA,COCA,75418612,663487394.0,376258.0,"Wallets, Polygon Ecosystem, Payment Solutions"
OSMO,osmosis,Osmosis,OSMO,73862384,97524434.0,6956076.0,"Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), Automated Market Maker (AMM), Cosmos Ecosystem, Osmosis Ecosystem, Paradigm Portfolio, Proof of Stake (PoS), Evmos Ecosystem, Secret Ecosystem, GMCI DeFi Index, GMCI Index, Made in USA"
OFT,onfa,ONFA,OFT,71380568,180169931.0,2129622.0,"Software as a service, BNB Chain Ecosystem"
IOST,iostoken,IOST,IOST,58086824,58086824.0,7721076.0,"Smart Contract Platform, BNB Chain Ecosystem, Proof of Stake (PoS), Sequoia Capital Portfolio"
AEVO,aevo-exchange,Aevo,AEVO,51607953,56363935.0,17375245.0,"Smart Contract Platform, Decentralized Finance (DeFi), Binance Launchpool, Derivatives, Perpetuals, Ethereum Ecosystem, Layer 2 (L2), DragonFly Capital Portfolio, Pantera Capital Portfolio"
